naics_code,end_use,scenario,net_electricity_demand,residual_fuel_oil,distillate_fuel_oil_and_diesel_fuel,nat_gas,hgl_excluding_ng,coal_excluding_coke_and_breeze
311,TOTAL FUEL CONSUMPTION,Current Energy Consumption,80,0,9,167,2,-1
311,Conventional Boiler Use,Current Energy Consumption,2,0,1,19,1,0
311,CHP and/or Cogeneration Process,Current Energy Consumption,0,0,1,51,1,0
311,Process Heating,Current Energy Consumption,4,0,0,51,0,0
311,Process Cooling and Refrigeration,Current Energy Consumption,13,0,0,0,0,0
311,Machine Drive,Current Energy Consumption,37,0,0,6,0,0
311,Electro-Chemical Processes,Current Energy Consumption,2,0,0,0,0,0
311,Other Process Use,Current Energy Consumption,1,0,0,6,0,0
311,Facility HVAC (f),Current Energy Consumption,25,0,0,26,1,0
311,Facility Lighting,Current Energy Consumption,20,0,0,0,0,0
311,Other Facility Support,Current Energy Consumption,1,0,0,7,0,0
311,Onsite Transportation,Current Energy Consumption,1,0,1,0,1,0
311,Conventional Electricity Generation,Current Energy Consumption,0,0,2,0,0,0
311,Other Nonprocess Use,Current Energy Consumption,1,0,1,0,0,0
311,End Use Not Reported,Current Energy Consumption,4,0,0,2,0,0
3112,TOTAL FUEL CONSUMPTION,Current Energy Consumption,32,0,1,88,0,9
3112,Conventional Boiler Use,Current Energy Consumption,1,0,0,28,0,4
3112,CHP and/or Cogeneration Process,Current Energy Consumption,0,0,0,27,0,5
3112,Process Heating,Current Energy Consumption,2,0,0,23,0,0
3112,Process Cooling and Refrigeration,Current Energy Consumption,2,0,0,0,0,0
3112,Machine Drive,Current Energy Consumption,21,0,0,4,0,0
3112,Electro-Chemical Processes,Current Energy Consumption,0,0,0,0,0,0
3112,Other Process Use,Current Energy Consumption,1,0,0,3,0,0
3112,Facility HVAC (f),Current Energy Consumption,1,0,0,4,0,0
3112,Facility Lighting,Current Energy Consumption,2,0,0,0,0,0
3112,Other Facility Support,Current Energy Consumption,1,0,0,0,0,0
3112,Onsite Transportation,Current Energy Consumption,0,0,0,0,0,0
3112,Conventional Electricity Generation,Current Energy Consumption,0,0,0,0,0,0
3112,Other Nonprocess Use,Current Energy Consumption,0,0,0,0,0,0
3112,End Use Not Reported,Current Energy Consumption,0,0,0,0,0,0
311221,TOTAL FUEL CONSUMPTION,Current Energy Consumption,22,0,0,61,0,10
311221,Conventional Boiler Use,Current Energy Consumption,1,0,0,8,0,1
311221,CHP and/or Cogeneration Process,Current Energy Consumption,0,0,0,36,0,9
311221,Process Heating,Current Energy Consumption,0,0,0,16,0,0
311221,Process Cooling and Refrigeration,Current Energy Consumption,4,0,0,0,0,0
311221,Machine Drive,Current Energy Consumption,16,0,0,0,0,0
311221,Electro-Chemical Processes,Current Energy Consumption,0,0,0,0,0,0
311221,Other Process Use,Current Energy Consumption,0,0,0,0,0,0
311221,Facility HVAC (f),Current Energy Consumption,1,0,0,0,0,0
311221,Facility Lighting,Current Energy Consumption,0,0,0,0,0,0
311221,Other Facility Support,Current Energy Consumption,0,0,0,0,0,0
311221,Onsite Transportation,Current Energy Consumption,0,0,0,0,0,0
311221,Conventional Electricity Generation,Current Energy Consumption,0,0,0,0,0,0
311221,Other Nonprocess Use,Current Energy Consumption,0,0,0,0,0,0
311221,End Use Not Reported,Current Energy Consumption,0,0,0,0,0,0
31131,TOTAL FUEL CONSUMPTION,Current Energy Consumption,7,0,0,33,0,29
31131,Conventional Boiler Use,Current Energy Consumption,1,0,0,4,0,0
31131,CHP and/or Cogeneration Process,Current Energy Consumption,0,0,0,20,0,18
31131,Process Heating,Current Energy Consumption,0,0,0,8,0,10
31131,Process Cooling and Refrigeration,Current Energy Consumption,0,0,0,0,0,0
31131,Machine Drive,Current Energy Consumption,4,0,0,0,0,0
31131,Electro-Chemical Processes,Current Energy Consumption,0,0,0,0,0,0
31131,Other Process Use,Current Energy Consumption,0,0,0,0,0,0
31131,Facility HVAC (f),Current Energy Consumption,0,0,0,0,0,0
31131,Facility Lighting,Current Energy Consumption,0,0,0,0,0,0
31131,Other Facility Support,Current Energy Consumption,0,0,0,0,0,0
31131,Onsite Transportation,Current Energy Consumption,0,0,0,0,0,0
31131,Conventional Electricity Generation,Current Energy Consumption,0,0,0,0,0,0
31131,Other Nonprocess Use,Current Energy Consumption,0,0,0,0,0,0
31131,End Use Not Reported,Current Energy Consumption,0,0,0,0,0,0
3114,TOTAL FUEL CONSUMPTION,Current Energy Consumption,36,0,0,92,1,0
3114,Conventional Boiler Use,Current Energy Consumption,1,0,0,18,0,0
3114,CHP and/or Cogeneration Process,Current Energy Consumption,0,0,0,41,0,0
3114,Process Heating,Current Energy Consumption,1,0,0,22,0,0
3114,Process Cooling and Refrigeration,Current Energy Consumption,14,0,0,1,0,0
3114,Machine Drive,Current Energy Consumption,12,0,0,1,0,0
3114,Electro-Chemical Processes,Current Energy Consumption,0,0,0,0,0,0
3114,Other Process Use,Current Energy Consumption,1,0,0,0,0,0
3114,Facility HVAC (f),Current Energy Consumption,3,0,0,6,0,0
3114,Facility Lighting,Current Energy Consumption,3,0,0,0,0,0
3114,Other Facility Support,Current Energy Consumption,1,0,0,2,0,0
3114,Onsite Transportation,Current Energy Consumption,0,0,0,0,0,0
3114,Conventional Electricity Generation,Current Energy Consumption,0,0,0,0,0,0
3114,Other Nonprocess Use,Current Energy Consumption,0,0,0,0,0,0
3114,End Use Not Reported,Current Energy Consumption,0,0,0,1,0,0
3115,TOTAL FUEL CONSUMPTION,Current Energy Consumption,39,0,1,79,2,0
3115,Conventional Boiler Use,Current Energy Consumption,1,0,0,21,0,0
3115,CHP and/or Cogeneration Process,Current Energy Consumption,0,0,0,26,0,0
3115,Process Heating,Current Energy Consumption,2,0,0,22,0,0
3115,Process Cooling and Refrigeration,Current Energy Consumption,12,0,0,1,0,0
3115,Machine Drive,Current Energy Consumption,14,0,0,1,0,0
3115,Electro-Chemical Processes,Current Energy Consumption,0,0,0,0,0,0
3115,Other Process Use,Current Energy Consumption,0,0,0,1,0,0
3115,Facility HVAC (f),Current Energy Consumption,4,0,0,4,0,0
3115,Facility Lighting,Current Energy Consumption,3,0,0,0,0,0
3115,Other Facility Support,Current Energy Consumption,1,0,0,1,0,0
3115,Onsite Transportation,Current Energy Consumption,1,0,0,0,0,0
3115,Conventional Electricity Generation,Current Energy Consumption,0,0,0,0,0,0
3115,Other Nonprocess Use,Current Energy Consumption,0,0,0,0,0,0
3115,End Use Not Reported,Current Energy Consumption,1,0,0,1,0,0
3116,TOTAL FUEL CONSUMPTION,Current Energy Consumption,108,0,3,149,2,0
3116,Conventional Boiler Use,Current Energy Consumption,2,0,0,38,1,0
3116,CHP and/or Cogeneration Process,Current Energy Consumption,0,0,0,51,0,0
3116,Process Heating,Current Energy Consumption,2,0,0,25,0,0
3116,Process Cooling and Refrigeration,Current Energy Consumption,40,0,0,2,0,0
3116,Machine Drive,Current Energy Consumption,31,0,0,2,0,0
3116,Electro-Chemical Processes,Current Energy Consumption,0,0,0,0,0,0
3116,Other Process Use,Current Energy Consumption,1,0,0,4,0,0
3116,Facility HVAC (f),Current Energy Consumption,0,0,0,13,0,0
3116,Facility Lighting,Current Energy Consumption,0,0,0,0,0,0
3116,Other Facility Support,Current Energy Consumption,2,0,0,13,0,0
3116,Onsite Transportation,Current Energy Consumption,1,0,1,0,0,0
3116,Conventional Electricity Generation,Current Energy Consumption,0,0,0,0,0,0
3116,Other Nonprocess Use,Current Energy Consumption,0,0,0,0,0,0
3116,End Use Not Reported,Current Energy Consumption,0,0,0,1,0,0
312,TOTAL FUEL CONSUMPTION,Current Energy Consumption,-1,0,0,0,0,0
312,Conventional Boiler Use,Current Energy Consumption,0,0,0,0,0,0
312,CHP and/or Cogeneration Process,Current Energy Consumption,0,0,0,0,0,0
312,Process Heating,Current Energy Consumption,0,0,0,1,0,0
312,Process Cooling and Refrigeration,Current Energy Consumption,1,0,0,0,0,0
312,Machine Drive,Current Energy Consumption,1,0,0,0,0,0
312,Electro-Chemical Processes,Current Energy Consumption,0,0,0,0,0,0
312,Other Process Use,Current Energy Consumption,0,0,0,0,0,0
312,Facility HVAC (f),Current Energy Consumption,-1,0,0,0,0,0
312,Facility Lighting,Current Energy Consumption,1,0,0,0,0,0
312,Other Facility Support,Current Energy Consumption,0,0,0,0,0,0
312,Onsite Transportation,Current Energy Consumption,0,0,0,0,0,0
312,Conventional Electricity Generation,Current Energy Consumption,0,0,0,0,0,0
312,Other Nonprocess Use,Current Energy Consumption,0,0,0,0,0,0
312,End Use Not Reported,Current Energy Consumption,0,0,0,0,0,0
3121,TOTAL FUEL CONSUMPTION,Current Energy Consumption,47,0,0,50,1,0
3121,Conventional Boiler Use,Current Energy Consumption,1,0,0,16,0,0
3121,CHP and/or Cogeneration Process,Current Energy Consumption,0,0,0,16,0,0
3121,Process Heating,Current Energy Consumption,1,0,0,11,0,0
3121,Process Cooling and Refrigeration,Current Energy Consumption,9,0,0,0,0,0
3121,Machine Drive,Current Energy Consumption,23,0,0,1,0,0
3121,Electro-Chemical Processes,Current Energy Consumption,0,0,0,0,0,0
3121,Other Process Use,Current Energy Consumption,1,0,0,1,0,0
3121,Facility HVAC (f),Current Energy Consumption,5,0,0,4,0,0
3121,Facility Lighting,Current Energy Consumption,3,0,0,0,0,0
3121,Other Facility Support,Current Energy Consumption,1,0,0,1,0,0
3121,Onsite Transportation,Current Energy Consumption,1,0,0,0,0,0
3121,Conventional Electricity Generation,Current Energy Consumption,0,0,0,0,0,0
3121,Other Nonprocess Use,Current Energy Consumption,0,0,0,0,0,0
3121,End Use Not Reported,Current Energy Consumption,0,0,0,0,0,0
3122,TOTAL FUEL CONSUMPTION,Current Energy Consumption,3,0,0,4,0,0
3122,Conventional Boiler Use,Current Energy Consumption,0,0,0,2,0,0
3122,CHP and/or Cogeneration Process,Current Energy Consumption,0,0,0,1,0,0
3122,Process Heating,Current Energy Consumption,0,0,0,0,0,0
3122,Process Cooling and Refrigeration,Current Energy Consumption,0,0,0,0,0,0
3122,Machine Drive,Current Energy Consumption,1,0,0,0,0,0
3122,Electro-Chemical Processes,Current Energy Consumption,0,0,0,0,0,0
3122,Other Process Use,Current Energy Consumption,0,0,0,0,0,0
3122,Facility HVAC (f),Current Energy Consumption,1,0,0,0,0,0
3122,Facility Lighting,Current Energy Consumption,0,0,0,0,0,0
3122,Other Facility Support,Current Energy Consumption,0,0,0,0,0,0
3122,Onsite Transportation,Current Energy Consumption,0,0,0,0,0,0
3122,Conventional Electricity Generation,Current Energy Consumption,0,0,0,0,0,0
3122,Other Nonprocess Use,Current Energy Consumption,0,0,0,0,0,0
3122,End Use Not Reported,Current Energy Consumption,0,0,0,0,0,0
313,TOTAL FUEL CONSUMPTION,Current Energy Consumption,37,0,0,23,1,1
313,Conventional Boiler Use,Current Energy Consumption,1,0,0,7,0,1
313,CHP and/or Cogeneration Process,Current Energy Consumption,0,0,0,5,0,1
313,Process Heating,Current Energy Consumption,3,0,0,9,0,0
313,Process Cooling and Refrigeration,Current Energy Consumption,2,0,0,0,0,0
313,Machine Drive,Current Energy Consumption,21,0,0,1,0,0
313,Electro-Chemical Processes,Current Energy Consumption,0,0,0,0,0,0
313,Other Process Use,Current Energy Consumption,1,0,0,0,0,0
313,Facility HVAC (f),Current Energy Consumption,6,0,0,2,0,0
313,Facility Lighting,Current Energy Consumption,2,0,0,0,0,0
313,Other Facility Support,Current Energy Consumption,1,0,0,0,0,0
313,Onsite Transportation,Current Energy Consumption,0,0,0,0,0,0
313,Conventional Electricity Generation,Current Energy Consumption,0,0,0,0,0,0
313,Other Nonprocess Use,Current Energy Consumption,0,0,0,0,0,0
313,End Use Not Reported,Current Energy Consumption,0,0,0,0,0,0
314,TOTAL FUEL CONSUMPTION,Current Energy Consumption,10,0,0,11,0,0
314,Conventional Boiler Use,Current Energy Consumption,0,0,0,4,0,0
314,CHP and/or Cogeneration Process,Current Energy Consumption,0,0,0,0,0,0
314,Process Heating,Current Energy Consumption,1,0,0,5,0,0
314,Process Cooling and Refrigeration,Current Energy Consumption,0,0,0,0,0,0
314,Machine Drive,Current Energy Consumption,6,0,0,0,0,0
314,Electro-Chemical Processes,Current Energy Consumption,0,0,0,0,0,0
314,Other Process Use,Current Energy Consumption,0,0,0,0,0,0
314,Facility HVAC (f),Current Energy Consumption,1,0,0,1,0,0
314,Facility Lighting,Current Energy Consumption,1,0,0,0,0,0
314,Other Facility Support,Current Energy Consumption,0,0,0,0,0,0
314,Onsite Transportation,Current Energy Consumption,0,0,0,0,0,0
314,Conventional Electricity Generation,Current Energy Consumption,0,0,0,0,0,0
314,Other Nonprocess Use,Current Energy Consumption,0,0,0,0,0,0
314,End Use Not Reported,Current Energy Consumption,0,0,0,0,0,0
315,TOTAL FUEL CONSUMPTION,Current Energy Consumption,2,0,0,2,0,0
315,Conventional Boiler Use,Current Energy Consumption,0,0,0,0,0,0
315,CHP and/or Cogeneration Process,Current Energy Consumption,0,0,0,0,0,0
315,Process Heating,Current Energy Consumption,0,0,0,0,0,0
315,Process Cooling and Refrigeration,Current Energy Consumption,0,0,0,0,0,0
315,Machine Drive,Current Energy Consumption,1,0,0,0,0,0
315,Electro-Chemical Processes,Current Energy Consumption,0,0,0,0,0,0
315,Other Process Use,Current Energy Consumption,0,0,0,0,0,0
315,Facility HVAC (f),Current Energy Consumption,1,0,0,0,0,0
315,Facility Lighting,Current Energy Consumption,0,0,0,0,0,0
315,Other Facility Support,Current Energy Consumption,0,0,0,0,0,0
315,Onsite Transportation,Current Energy Consumption,0,0,0,0,0,0
315,Conventional Electricity Generation,Current Energy Consumption,0,0,0,0,0,0
315,Other Nonprocess Use,Current Energy Consumption,0,0,0,0,0,0
315,End Use Not Reported,Current Energy Consumption,0,0,0,0,0,0
316,TOTAL FUEL CONSUMPTION,Current Energy Consumption,1,0,0,1,0,0
316,Conventional Boiler Use,Current Energy Consumption,0,0,0,0,0,0
316,CHP and/or Cogeneration Process,Current Energy Consumption,0,0,0,0,0,0
316,Process Heating,Current Energy Consumption,0,0,0,0,0,0
316,Process Cooling and Refrigeration,Current Energy Consumption,0,0,0,0,0,0
316,Machine Drive,Current Energy Consumption,0,0,0,0,0,0
316,Electro-Chemical Processes,Current Energy Consumption,0,0,0,0,0,0
316,Other Process Use,Current Energy Consumption,0,0,0,0,0,0
316,Facility HVAC (f),Current Energy Consumption,0,0,0,0,0,0
316,Facility Lighting,Current Energy Consumption,0,0,0,0,0,0
316,Other Facility Support,Current Energy Consumption,0,0,0,0,0,0
316,Onsite Transportation,Current Energy Consumption,0,0,0,0,0,0
316,Conventional Electricity Generation,Current Energy Consumption,0,0,0,0,0,0
316,Other Nonprocess Use,Current Energy Consumption,0,0,0,0,0,0
316,End Use Not Reported,Current Energy Consumption,0,0,0,0,0,0
321,TOTAL FUEL CONSUMPTION,Current Energy Consumption,1,0,5,2,2,0
321,Conventional Boiler Use,Current Energy Consumption,0,0,0,-1,0,0
321,CHP and/or Cogeneration Process,Current Energy Consumption,0,0,0,1,0,0
321,Process Heating,Current Energy Consumption,0,0,0,12,0,0
321,Process Cooling and Refrigeration,Current Energy Consumption,1,0,0,0,0,0
321,Machine Drive,Current Energy Consumption,1,0,0,1,0,0
321,Electro-Chemical Processes,Current Energy Consumption,0,0,0,0,0,0
321,Other Process Use,Current Energy Consumption,0,0,0,0,0,0
321,Facility HVAC (f),Current Energy Consumption,0,0,0,0,0,0
321,Facility Lighting,Current Energy Consumption,0,0,0,0,0,0
321,Other Facility Support,Current Energy Consumption,0,0,0,0,0,0
321,Onsite Transportation,Current Energy Consumption,0,0,0,0,1,0
321,Conventional Electricity Generation,Current Energy Consumption,0,0,0,0,0,0
321,Other Nonprocess Use,Current Energy Consumption,0,0,0,0,0,0
321,End Use Not Reported,Current Energy Consumption,1,0,0,0,0,0
321113,TOTAL FUEL CONSUMPTION,Current Energy Consumption,30,0,5,18,0,0
321113,Conventional Boiler Use,Current Energy Consumption,1,0,0,1,0,0
321113,CHP and/or Cogeneration Process,Current Energy Consumption,0,0,0,5,0,0
321113,Process Heating,Current Energy Consumption,1,0,0,0,0,0
321113,Process Cooling and Refrigeration,Current Energy Consumption,0,0,0,0,0,0
321113,Machine Drive,Current Energy Consumption,24,0,1,0,0,0
321113,Electro-Chemical Processes,Current Energy Consumption,0,0,0,0,0,0
321113,Other Process Use,Current Energy Consumption,0,0,0,0,0,0
321113,Facility HVAC (f),Current Energy Consumption,1,0,0,1,0,0
321113,Facility Lighting,Current Energy Consumption,2,0,0,0,0,0
321113,Other Facility Support,Current Energy Consumption,1,0,0,0,0,0
321113,Onsite Transportation,Current Energy Consumption,0,0,4,0,0,0
321113,Conventional Electricity Generation,Current Energy Consumption,0,0,0,0,0,0
321113,Other Nonprocess Use,Current Energy Consumption,0,0,0,0,0,0
321113,End Use Not Reported,Current Energy Consumption,0,0,0,0,0,0
3212,TOTAL FUEL CONSUMPTION,Current Energy Consumption,9,0,1,12,1,0
3212,Conventional Boiler Use,Current Energy Consumption,0,0,0,1,0,0
3212,CHP and/or Cogeneration Process,Current Energy Consumption,0,0,0,4,0,0
3212,Process Heating,Current Energy Consumption,1,0,0,5,0,0
3212,Process Cooling and Refrigeration,Current Energy Consumption,0,0,0,0,0,0
3212,Machine Drive,Current Energy Consumption,6,0,0,0,0,0
3212,Electro-Chemical Processes,Current Energy Consumption,0,0,0,0,0,0
3212,Other Process Use,Current Energy Consumption,0,0,0,0,0,0
3212,Facility HVAC (f),Current Energy Consumption,0,0,0,1,0,0
3212,Facility Lighting,Current Energy Consumption,0,0,0,0,0,0
3212,Other Facility Support,Current Energy Consumption,0,0,0,0,0,0
3212,Onsite Transportation,Current Energy Consumption,0,0,1,0,1,0
3212,Conventional Electricity Generation,Current Energy Consumption,0,0,0,0,0,0
3212,Other Nonprocess Use,Current Energy Consumption,0,0,0,0,0,0
3212,End Use Not Reported,Current Energy Consumption,0,0,0,0,0,0
321219,TOTAL FUEL CONSUMPTION,Current Energy Consumption,15,0,0,20,0,0
321219,Conventional Boiler Use,Current Energy Consumption,0,0,0,2,0,0
321219,CHP and/or Cogeneration Process,Current Energy Consumption,0,0,0,3,0,0
321219,Process Heating,Current Energy Consumption,0,0,0,10,0,0
321219,Process Cooling and Refrigeration,Current Energy Consumption,0,0,0,0,0,0
321219,Machine Drive,Current Energy Consumption,13,0,0,1,0,0
321219,Electro-Chemical Processes,Current Energy Consumption,0,0,0,0,0,0
321219,Other Process Use,Current Energy Consumption,0,0,0,4,0,0
321219,Facility HVAC (f),Current Energy Consumption,1,0,0,0,0,0
321219,Facility Lighting,Current Energy Consumption,1,0,0,0,0,0
321219,Other Facility Support,Current Energy Consumption,0,0,0,0,0,0
321219,Onsite Transportation,Current Energy Consumption,0,0,0,0,0,0
321219,Conventional Electricity Generation,Current Energy Consumption,0,0,0,0,0,0
321219,Other Nonprocess Use,Current Energy Consumption,0,0,0,1,0,0
321219,End Use Not Reported,Current Energy Consumption,0,0,0,0,0,0
3219,TOTAL FUEL CONSUMPTION,Current Energy Consumption,22,0,0,15,1,0
3219,Conventional Boiler Use,Current Energy Consumption,1,0,0,1,0,0
3219,CHP and/or Cogeneration Process,Current Energy Consumption,0,0,0,2,0,0
3219,Process Heating,Current Energy Consumption,2,0,0,7,0,0
3219,Process Cooling and Refrigeration,Current Energy Consumption,0,0,0,0,0,0
3219,Machine Drive,Current Energy Consumption,14,0,0,0,0,0
3219,Electro-Chemical Processes,Current Energy Consumption,0,0,0,0,0,0
3219,Other Process Use,Current Energy Consumption,0,0,0,0,0,0
3219,Facility HVAC (f),Current Energy Consumption,3,0,0,4,0,0
3219,Facility Lighting,Current Energy Consumption,2,0,0,0,0,0
3219,Other Facility Support,Current Energy Consumption,1,0,0,0,0,0
3219,Onsite Transportation,Current Energy Consumption,0,0,1,0,1,0
3219,Conventional Electricity Generation,Current Energy Consumption,0,0,0,0,0,0
3219,Other Nonprocess Use,Current Energy Consumption,0,0,0,0,0,0
3219,End Use Not Reported,Current Energy Consumption,0,0,0,0,0,0
322,TOTAL FUEL CONSUMPTION,Current Energy Consumption,45,0,-1,68,2,2
322,Conventional Boiler Use,Current Energy Consumption,-1,0,0,11,0,0
322,CHP and/or Cogeneration Process,Current Energy Consumption,0,0,0,21,0,1
322,Process Heating,Current Energy Consumption,2,0,0,19,0,0
322,Process Cooling and Refrigeration,Current Energy Consumption,3,0,0,0,0,0
322,Machine Drive,Current Energy Consumption,28,0,0,3,0,0
322,Electro-Chemical Processes,Current Energy Consumption,1,0,0,0,0,0
322,Other Process Use,Current Energy Consumption,1,0,0,0,0,0
322,Facility HVAC (f),Current Energy Consumption,5,0,0,10,0,0
322,Facility Lighting,Current Energy Consumption,3,0,0,0,0,0
322,Other Facility Support,Current Energy Consumption,2,0,0,0,0,0
322,Onsite Transportation,Current Energy Consumption,1,0,0,0,2,0
322,Conventional Electricity Generation,Current Energy Consumption,0,0,0,0,0,0
322,Other Nonprocess Use,Current Energy Consumption,0,0,0,0,0,0
322,End Use Not Reported,Current Energy Consumption,0,0,0,0,0,0
322110,TOTAL FUEL CONSUMPTION,Current Energy Consumption,27,3,1,40,0,0
322110,Conventional Boiler Use,Current Energy Consumption,2,0,0,1,0,0
322110,CHP and/or Cogeneration Process,Current Energy Consumption,0,2,0,21,0,0
322110,Process Heating,Current Energy Consumption,1,0,0,18,0,0
322110,Process Cooling and Refrigeration,Current Energy Consumption,1,0,0,0,0,0
322110,Machine Drive,Current Energy Consumption,21,0,0,0,0,0
322110,Electro-Chemical Processes,Current Energy Consumption,1,0,0,0,0,0
322110,Other Process Use,Current Energy Consumption,0,0,0,0,0,0
322110,Facility HVAC (f),Current Energy Consumption,1,0,0,0,0,0
322110,Facility Lighting,Current Energy Consumption,1,0,0,0,0,0
322110,Other Facility Support,Current Energy Consumption,0,0,0,0,0,0
322110,Onsite Transportation,Current Energy Consumption,0,0,0,0,0,0
322110,Conventional Electricity Generation,Current Energy Consumption,0,0,0,1,0,0
322110,Other Nonprocess Use,Current Energy Consumption,0,0,0,0,0,0
322110,End Use Not Reported,Current Energy Consumption,0,0,0,0,0,0
322121,TOTAL FUEL CONSUMPTION,Current Energy Consumption,106,3,2,224,1,39
322121,Conventional Boiler Use,Current Energy Consumption,5,1,0,25,0,0
322121,CHP and/or Cogeneration Process,Current Energy Consumption,0,1,1,129,0,37
322121,Process Heating,Current Energy Consumption,4,1,0,56,0,0
322121,Process Cooling and Refrigeration,Current Energy Consumption,3,0,0,0,0,0
322121,Machine Drive,Current Energy Consumption,80,0,0,2,0,1
322121,Electro-Chemical Processes,Current Energy Consumption,1,0,0,0,0,0
322121,Other Process Use,Current Energy Consumption,0,0,0,6,0,0
322121,Facility HVAC (f),Current Energy Consumption,5,0,0,3,0,0
322121,Facility Lighting,Current Energy Consumption,5,0,0,0,0,0
322121,Other Facility Support,Current Energy Consumption,2,0,0,1,0,0
322121,Onsite Transportation,Current Energy Consumption,0,0,1,0,0,0
322121,Conventional Electricity Generation,Current Energy Consumption,0,0,0,3,0,0
322121,Other Nonprocess Use,Current Energy Consumption,0,0,0,0,0,0
322121,End Use Not Reported,Current Energy Consumption,0,0,0,0,0,0
322122,TOTAL FUEL CONSUMPTION,Current Energy Consumption,18,0,0,5,0,0
322122,Conventional Boiler Use,Current Energy Consumption,2,0,0,3,0,0
322122,CHP and/or Cogeneration Process,Current Energy Consumption,0,0,0,0,0,0
322122,Process Heating,Current Energy Consumption,0,0,0,2,0,0
322122,Process Cooling and Refrigeration,Current Energy Consumption,0,0,0,0,0,0
322122,Machine Drive,Current Energy Consumption,15,0,0,0,0,0
322122,Electro-Chemical Processes,Current Energy Consumption,0,0,0,0,0,0
322122,Other Process Use,Current Energy Consumption,0,0,0,0,0,0
322122,Facility HVAC (f),Current Energy Consumption,0,0,0,0,0,0
322122,Facility Lighting,Current Energy Consumption,0,0,0,0,0,0
322122,Other Facility Support,Current Energy Consumption,0,0,0,0,0,0
322122,Onsite Transportation,Current Energy Consumption,0,0,0,0,0,0
322122,Conventional Electricity Generation,Current Energy Consumption,0,0,0,0,0,0
322122,Other Nonprocess Use,Current Energy Consumption,0,0,0,0,0,0
322122,End Use Not Reported,Current Energy Consumption,0,0,0,0,0,0
322130,TOTAL FUEL CONSUMPTION,Current Energy Consumption,115,3,2,235,0,13
322130,Conventional Boiler Use,Current Energy Consumption,5,0,0,25,0,1
322130,CHP and/or Cogeneration Process,Current Energy Consumption,0,2,1,150,0,13
322130,Process Heating,Current Energy Consumption,4,1,0,48,0,0
322130,Process Cooling and Refrigeration,Current Energy Consumption,2,0,0,0,0,0
322130,Machine Drive,Current Energy Consumption,92,0,0,2,0,0
322130,Electro-Chemical Processes,Current Energy Consumption,0,0,0,0,0,0
322130,Other Process Use,Current Energy Consumption,1,0,0,1,0,0
322130,Facility HVAC (f),Current Energy Consumption,5,0,0,5,0,0
322130,Facility Lighting,Current Energy Consumption,5,0,0,0,0,0
322130,Other Facility Support,Current Energy Consumption,1,0,0,1,0,0
322130,Onsite Transportation,Current Energy Consumption,0,0,1,0,0,0
322130,Conventional Electricity Generation,Current Energy Consumption,0,0,0,2,0,0
322130,Other Nonprocess Use,Current Energy Consumption,0,0,0,0,0,0
322130,End Use Not Reported,Current Energy Consumption,0,0,0,0,0,0
323,TOTAL FUEL CONSUMPTION,Current Energy Consumption,34,0,0,24,1,0
323,Conventional Boiler Use,Current Energy Consumption,0,0,0,3,0,0
323,CHP and/or Cogeneration Process,Current Energy Consumption,0,0,0,0,0,0
323,Process Heating,Current Energy Consumption,1,0,0,8,0,0
323,Process Cooling and Refrigeration,Current Energy Consumption,2,0,0,0,0,0
323,Machine Drive,Current Energy Consumption,19,0,0,2,0,0
323,Electro-Chemical Processes,Current Energy Consumption,0,0,0,0,0,0
323,Other Process Use,Current Energy Consumption,1,0,0,0,0,0
323,Facility HVAC (f),Current Energy Consumption,6,0,0,8,0,0
323,Facility Lighting,Current Energy Consumption,3,0,0,0,0,0
323,Other Facility Support,Current Energy Consumption,1,0,0,0,0,0
323,Onsite Transportation,Current Energy Consumption,0,0,0,0,0,0
323,Conventional Electricity Generation,Current Energy Consumption,0,0,0,0,0,0
323,Other Nonprocess Use,Current Energy Consumption,0,0,0,0,0,0
323,End Use Not Reported,Current Energy Consumption,0,0,0,0,0,0
324,TOTAL FUEL CONSUMPTION,Current Energy Consumption,-1,0,1,1,0,0
324,Conventional Boiler Use,Current Energy Consumption,1,0,0,0,0,0
324,CHP and/or Cogeneration Process,Current Energy Consumption,0,0,0,0,0,0
324,Process Heating,Current Energy Consumption,1,0,0,1,0,0
324,Process Cooling and Refrigeration,Current Energy Consumption,1,0,0,1,0,0
324,Machine Drive,Current Energy Consumption,0,0,0,0,0,0
324,Electro-Chemical Processes,Current Energy Consumption,0,0,0,0,0,0
324,Other Process Use,Current Energy Consumption,1,0,0,0,0,0
324,Facility HVAC (f),Current Energy Consumption,1,0,0,-1,0,0
324,Facility Lighting,Current Energy Consumption,1,0,0,0,0,0
324,Other Facility Support,Current Energy Consumption,1,0,0,1,0,0
324,Onsite Transportation,Current Energy Consumption,0,0,0,0,0,0
324,Conventional Electricity Generation,Current Energy Consumption,0,0,0,0,0,0
324,Other Nonprocess Use,Current Energy Consumption,0,0,1,1,0,0
324,End Use Not Reported,Current Energy Consumption,0,0,0,0,0,0
324110,TOTAL FUEL CONSUMPTION,Current Energy Consumption,230,2,5,994,16,0
324110,Conventional Boiler Use,Current Energy Consumption,1,0,0,129,2,0
324110,CHP and/or Cogeneration Process,Current Energy Consumption,0,0,0,194,1,0
324110,Process Heating,Current Energy Consumption,8,2,2,604,13,0
324110,Process Cooling and Refrigeration,Current Energy Consumption,10,0,0,0,0,0
324110,Machine Drive,Current Energy Consumption,191,0,1,10,0,0
