naics_code,end_use,scenario,net_electricity_demand,residual_fuel_oil,distillate_fuel_oil_and_diesel_fuel,nat_gas,hgl_excluding_ng,coal_excluding_coke_and_breeze
327215,End Use Not Reported,Current Energy Consumption,0,0,0,0,0,0
327310,TOTAL FUEL CONSUMPTION,Current Energy Consumption,39,0,1,58,0,106
327310,Conventional Boiler Use,Current Energy Consumption,0,0,0,0,0,0
327310,CHP and/or Cogeneration Process,Current Energy Consumption,0,0,0,0,0,0
327310,Process Heating,Current Energy Consumption,4,0,0,36,0,89
327310,Process Cooling and Refrigeration,Current Energy Consumption,2,0,0,3,0,3
327310,Machine Drive,Current Energy Consumption,30,0,0,17,0,14
327310,Electro-Chemical Processes,Current Energy Consumption,1,0,0,0,0,0
327310,Other Process Use,Current Energy Consumption,1,0,0,0,0,0
327310,Facility HVAC (f),Current Energy Consumption,1,0,0,0,0,0
327310,Facility Lighting,Current Energy Consumption,1,0,0,0,0,0
327310,Other Facility Support,Current Energy Consumption,0,0,0,0,0,0
327310,Onsite Transportation,Current Energy Consumption,0,0,1,0,0,0
327310,Conventional Electricity Generation,Current Energy Consumption,0,0,0,0,0,0
327310,Other Nonprocess Use,Current Energy Consumption,0,0,0,0,0,0
327310,End Use Not Reported,Current Energy Consumption,0,0,0,0,0,0
327410,TOTAL FUEL CONSUMPTION,Current Energy Consumption,5,0,1,18,0,63
327410,Conventional Boiler Use,Current Energy Consumption,0,0,0,0,0,0
327410,CHP and/or Cogeneration Process,Current Energy Consumption,0,0,0,0,0,0
327410,Process Heating,Current Energy Consumption,1,0,0,18,0,63
327410,Process Cooling and Refrigeration,Current Energy Consumption,0,0,0,0,0,0
327410,Machine Drive,Current Energy Consumption,3,0,0,1,0,0
327410,Electro-Chemical Processes,Current Energy Consumption,0,0,0,0,0,0
327410,Other Process Use,Current Energy Consumption,0,0,0,0,0,0
327410,Facility HVAC (f),Current Energy Consumption,0,0,0,0,0,0
327410,Facility Lighting,Current Energy Consumption,0,0,0,0,0,0
327410,Other Facility Support,Current Energy Consumption,0,0,0,0,0,0
327410,Onsite Transportation,Current Energy Consumption,0,0,1,0,0,0
327410,Conventional Electricity Generation,Current Energy Consumption,0,0,0,0,0,0
327410,Other Nonprocess Use,Current Energy Consumption,0,0,0,0,0,0
327410,End Use Not Reported,Current Energy Consumption,0,0,0,0,0,0
327420,TOTAL FUEL CONSUMPTION,Current Energy Consumption,5,0,1,52,0,0
327420,Conventional Boiler Use,Current Energy Consumption,0,0,0,0,0,0
327420,CHP and/or Cogeneration Process,Current Energy Consumption,0,0,0,1,0,0
327420,Process Heating,Current Energy Consumption,0,0,0,49,0,0
327420,Process Cooling and Refrigeration,Current Energy Consumption,0,0,0,0,0,0
327420,Machine Drive,Current Energy Consumption,4,0,0,1,0,0
327420,Electro-Chemical Processes,Current Energy Consumption,0,0,0,0,0,0
327420,Other Process Use,Current Energy Consumption,0,0,0,0,0,0
327420,Facility HVAC (f),Current Energy Consumption,0,0,0,1,0,0
327420,Facility Lighting,Current Energy Consumption,0,0,0,0,0,0
327420,Other Facility Support,Current Energy Consumption,0,0,0,0,0,0
327420,Onsite Transportation,Current Energy Consumption,0,0,1,0,0,0
327420,Conventional Electricity Generation,Current Energy Consumption,0,0,0,0,0,0
327420,Other Nonprocess Use,Current Energy Consumption,0,0,0,0,0,0
327420,End Use Not Reported,Current Energy Consumption,0,0,0,0,0,0
327993,TOTAL FUEL CONSUMPTION,Current Energy Consumption,11,0,0,22,0,0
327993,Conventional Boiler Use,Current Energy Consumption,0,0,0,0,0,0
327993,CHP and/or Cogeneration Process,Current Energy Consumption,0,0,0,0,0,0
327993,Process Heating,Current Energy Consumption,4,0,0,19,0,0
327993,Process Cooling and Refrigeration,Current Energy Consumption,1,0,0,0,0,0
327993,Machine Drive,Current Energy Consumption,5,0,0,0,0,0
327993,Electro-Chemical Processes,Current Energy Consumption,0,0,0,0,0,0
327993,Other Process Use,Current Energy Consumption,0,0,0,0,0,0
327993,Facility HVAC (f),Current Energy Consumption,1,0,0,1,0,0
327993,Facility Lighting,Current Energy Consumption,1,0,0,0,0,0
327993,Other Facility Support,Current Energy Consumption,0,0,0,0,0,0
327993,Onsite Transportation,Current Energy Consumption,0,0,0,0,0,0
327993,Conventional Electricity Generation,Current Energy Consumption,0,0,0,0,0,0
327993,Other Nonprocess Use,Current Energy Consumption,0,0,0,0,0,0
327993,End Use Not Reported,Current Energy Consumption,0,0,0,0,0,0
331,TOTAL FUEL CONSUMPTION,Current Energy Consumption,0,0,1,1,0,0
331,Conventional Boiler Use,Current Energy Consumption,0,0,0,0,0,0
331,CHP and/or Cogeneration Process,Current Energy Consumption,0,0,0,-1,0,0
331,Process Heating,Current Energy Consumption,1,0,0,1,1,0
331,Process Cooling and Refrigeration,Current Energy Consumption,0,0,0,0,0,0
331,Machine Drive,Current Energy Consumption,-1,0,1,0,0,0
331,Electro-Chemical Processes,Current Energy Consumption,0,0,0,0,0,0
331,Other Process Use,Current Energy Consumption,0,0,0,0,0,0
331,Facility HVAC (f),Current Energy Consumption,1,0,0,1,0,0
331,Facility Lighting,Current Energy Consumption,0,0,0,0,0,0
331,Other Facility Support,Current Energy Consumption,0,0,0,1,0,0
331,Onsite Transportation,Current Energy Consumption,1,0,0,0,1,0
331,Conventional Electricity Generation,Current Energy Consumption,0,0,0,0,0,0
331,Other Nonprocess Use,Current Energy Consumption,0,0,0,0,0,0
331,End Use Not Reported,Current Energy Consumption,0,0,0,0,0,0
331110,TOTAL FUEL CONSUMPTION,Current Energy Consumption,206,0,4,411,0,26
331110,Conventional Boiler Use,Current Energy Consumption,1,0,0,16,0,0
331110,CHP and/or Cogeneration Process,Current Energy Consumption,0,0,0,25,0,0
331110,Process Heating,Current Energy Consumption,91,0,0,314,0,7
331110,Process Cooling and Refrigeration,Current Energy Consumption,5,0,0,3,0,0
331110,Machine Drive,Current Energy Consumption,74,0,0,1,0,0
331110,Electro-Chemical Processes,Current Energy Consumption,10,0,0,0,0,0
331110,Other Process Use,Current Energy Consumption,11,0,0,31,0,20
331110,Facility HVAC (f),Current Energy Consumption,5,0,0,15,0,0
331110,Facility Lighting,Current Energy Consumption,7,0,0,0,0,0
331110,Other Facility Support,Current Energy Consumption,2,0,0,1,0,0
331110,Onsite Transportation,Current Energy Consumption,0,0,4,0,0,0
331110,Conventional Electricity Generation,Current Energy Consumption,0,0,0,0,0,0
331110,Other Nonprocess Use,Current Energy Consumption,0,0,0,2,0,0
331110,End Use Not Reported,Current Energy Consumption,0,0,0,1,0,0
3312,TOTAL FUEL CONSUMPTION,Current Energy Consumption,24,0,0,25,0,0
3312,Conventional Boiler Use,Current Energy Consumption,0,0,0,1,0,0
3312,CHP and/or Cogeneration Process,Current Energy Consumption,0,0,0,2,0,0
3312,Process Heating,Current Energy Consumption,5,0,0,18,0,0
3312,Process Cooling and Refrigeration,Current Energy Consumption,2,0,0,0,0,0
3312,Machine Drive,Current Energy Consumption,10,0,0,1,0,0
3312,Electro-Chemical Processes,Current Energy Consumption,2,0,0,0,0,0
3312,Other Process Use,Current Energy Consumption,0,0,0,1,0,0
3312,Facility HVAC (f),Current Energy Consumption,1,0,0,3,0,0
3312,Facility Lighting,Current Energy Consumption,1,0,0,0,0,0
3312,Other Facility Support,Current Energy Consumption,0,0,0,0,0,0
3312,Onsite Transportation,Current Energy Consumption,0,0,0,0,0,0
3312,Conventional Electricity Generation,Current Energy Consumption,0,0,0,0,0,0
3312,Other Nonprocess Use,Current Energy Consumption,0,0,0,0,0,0
3312,End Use Not Reported,Current Energy Consumption,0,0,0,0,0,0
3313,TOTAL FUEL CONSUMPTION,Current Energy Consumption,74,0,1,27,1,0
3313,Conventional Boiler Use,Current Energy Consumption,1,0,0,1,0,0
3313,CHP and/or Cogeneration Process,Current Energy Consumption,0,0,0,13,0,0
3313,Process Heating,Current Energy Consumption,1,0,0,9,0,0
3313,Process Cooling and Refrigeration,Current Energy Consumption,0,0,0,0,0,0
3313,Machine Drive,Current Energy Consumption,3,0,0,0,0,0
3313,Electro-Chemical Processes,Current Energy Consumption,67,0,0,0,0,0
3313,Other Process Use,Current Energy Consumption,1,0,0,0,0,0
3313,Facility HVAC (f),Current Energy Consumption,1,0,0,4,0,0
3313,Facility Lighting,Current Energy Consumption,1,0,0,0,0,0
3313,Other Facility Support,Current Energy Consumption,2,0,0,1,0,0
3313,Onsite Transportation,Current Energy Consumption,0,0,1,0,0,0
3313,Conventional Electricity Generation,Current Energy Consumption,0,0,0,0,0,0
3313,Other Nonprocess Use,Current Energy Consumption,1,0,0,0,0,0
3313,End Use Not Reported,Current Energy Consumption,0,0,0,1,0,0
331314,TOTAL FUEL CONSUMPTION,Current Energy Consumption,3,0,0,18,0,0
331314,Conventional Boiler Use,Current Energy Consumption,0,0,0,0,0,0
331314,CHP and/or Cogeneration Process,Current Energy Consumption,0,0,0,0,0,0
331314,Process Heating,Current Energy Consumption,0,0,0,17,0,0
331314,Process Cooling and Refrigeration,Current Energy Consumption,0,0,0,0,0,0
331314,Machine Drive,Current Energy Consumption,2,0,0,0,0,0
331314,Electro-Chemical Processes,Current Energy Consumption,0,0,0,0,0,0
331314,Other Process Use,Current Energy Consumption,0,0,0,0,0,0
331314,Facility HVAC (f),Current Energy Consumption,0,0,0,1,0,0
331314,Facility Lighting,Current Energy Consumption,0,0,0,0,0,0
331314,Other Facility Support,Current Energy Consumption,0,0,0,0,0,0
331314,Onsite Transportation,Current Energy Consumption,0,0,0,0,0,0
331314,Conventional Electricity Generation,Current Energy Consumption,0,0,0,0,0,0
331314,Other Nonprocess Use,Current Energy Consumption,0,0,0,0,0,0
331314,End Use Not Reported,Current Energy Consumption,0,0,0,0,0,0
331315,TOTAL FUEL CONSUMPTION,Current Energy Consumption,18,0,0,54,0,0
331315,Conventional Boiler Use,Current Energy Consumption,0,0,0,0,0,0
331315,CHP and/or Cogeneration Process,Current Energy Consumption,0,0,0,0,0,0
331315,Process Heating,Current Energy Consumption,2,0,0,50,0,0
331315,Process Cooling and Refrigeration,Current Energy Consumption,1,0,0,0,0,0
331315,Machine Drive,Current Energy Consumption,13,0,0,0,0,0
331315,Electro-Chemical Processes,Current Energy Consumption,0,0,0,0,0,0
331315,Other Process Use,Current Energy Consumption,0,0,0,2,0,0
331315,Facility HVAC (f),Current Energy Consumption,1,0,0,2,0,0
331315,Facility Lighting,Current Energy Consumption,1,0,0,0,0,0
331315,Other Facility Support,Current Energy Consumption,0,0,0,0,0,0
331315,Onsite Transportation,Current Energy Consumption,0,0,0,0,0,0
331315,Conventional Electricity Generation,Current Energy Consumption,0,0,0,0,0,0
331315,Other Nonprocess Use,Current Energy Consumption,0,0,0,0,0,0
331315,End Use Not Reported,Current Energy Consumption,0,0,0,0,0,0
331318,TOTAL FUEL CONSUMPTION,Current Energy Consumption,7,0,0,17,0,0
331318,Conventional Boiler Use,Current Energy Consumption,0,0,0,0,0,0
331318,CHP and/or Cogeneration Process,Current Energy Consumption,0,0,0,1,0,0
331318,Process Heating,Current Energy Consumption,1,0,0,14,0,0
331318,Process Cooling and Refrigeration,Current Energy Consumption,0,0,0,0,0,0
331318,Machine Drive,Current Energy Consumption,3,0,0,1,0,0
331318,Electro-Chemical Processes,Current Energy Consumption,0,0,0,0,0,0
331318,Other Process Use,Current Energy Consumption,0,0,0,0,0,0
331318,Facility HVAC (f),Current Energy Consumption,0,0,0,1,0,0
331318,Facility Lighting,Current Energy Consumption,1,0,0,0,0,0
331318,Other Facility Support,Current Energy Consumption,0,0,0,0,0,0
331318,Onsite Transportation,Current Energy Consumption,0,0,0,0,0,0
331318,Conventional Electricity Generation,Current Energy Consumption,0,0,0,0,0,0
331318,Other Nonprocess Use,Current Energy Consumption,0,0,0,0,0,0
331318,End Use Not Reported,Current Energy Consumption,0,0,0,0,0,0
3314,TOTAL FUEL CONSUMPTION,Current Energy Consumption,18,0,0,26,1,0
3314,Conventional Boiler Use,Current Energy Consumption,0,0,0,1,0,0
3314,CHP and/or Cogeneration Process,Current Energy Consumption,0,0,0,2,0,0
3314,Process Heating,Current Energy Consumption,5,0,0,19,0,0
3314,Process Cooling and Refrigeration,Current Energy Consumption,1,0,0,0,0,0
3314,Machine Drive,Current Energy Consumption,7,0,0,0,0,0
3314,Electro-Chemical Processes,Current Energy Consumption,1,0,0,0,0,0
3314,Other Process Use,Current Energy Consumption,2,0,0,0,0,0
3314,Facility HVAC (f),Current Energy Consumption,1,0,0,3,0,0
3314,Facility Lighting,Current Energy Consumption,1,0,0,0,0,0
3314,Other Facility Support,Current Energy Consumption,0,0,0,0,0,0
3314,Onsite Transportation,Current Energy Consumption,0,0,0,0,0,0
3314,Conventional Electricity Generation,Current Energy Consumption,0,0,0,0,0,0
3314,Other Nonprocess Use,Current Energy Consumption,0,0,0,0,0,0
3314,End Use Not Reported,Current Energy Consumption,0,0,0,0,0,0
331410,TOTAL FUEL CONSUMPTION,Current Energy Consumption,27,0,0,16,0,0
331410,Conventional Boiler Use,Current Energy Consumption,0,0,0,2,0,0
331410,CHP and/or Cogeneration Process,Current Energy Consumption,0,0,0,4,0,0
331410,Process Heating,Current Energy Consumption,8,0,0,9,0,0
331410,Process Cooling and Refrigeration,Current Energy Consumption,1,0,0,0,0,0
331410,Machine Drive,Current Energy Consumption,3,0,0,0,0,0
331410,Electro-Chemical Processes,Current Energy Consumption,11,0,0,0,0,0
331410,Other Process Use,Current Energy Consumption,2,0,0,0,0,0
331410,Facility HVAC (f),Current Energy Consumption,1,0,0,1,0,0
331410,Facility Lighting,Current Energy Consumption,1,0,0,0,0,0
331410,Other Facility Support,Current Energy Consumption,0,0,0,0,0,0
331410,Onsite Transportation,Current Energy Consumption,0,0,0,0,0,0
331410,Conventional Electricity Generation,Current Energy Consumption,0,0,0,0,0,0
331410,Other Nonprocess Use,Current Energy Consumption,0,0,0,0,0,0
331410,End Use Not Reported,Current Energy Consumption,0,0,0,0,0,0
3315,TOTAL FUEL CONSUMPTION,Current Energy Consumption,9,0,0,11,1,0
3315,Conventional Boiler Use,Current Energy Consumption,0,0,0,0,0,0
3315,CHP and/or Cogeneration Process,Current Energy Consumption,0,0,0,1,0,0
3315,Process Heating,Current Energy Consumption,5,0,0,9,0,0
3315,Process Cooling and Refrigeration,Current Energy Consumption,1,0,0,0,0,0
3315,Machine Drive,Current Energy Consumption,3,0,0,0,0,0
3315,Electro-Chemical Processes,Current Energy Consumption,0,0,0,0,0,0
3315,Other Process Use,Current Energy Consumption,1,0,0,2,0,0
3315,Facility HVAC (f),Current Energy Consumption,1,0,0,1,0,0
3315,Facility Lighting,Current Energy Consumption,1,0,0,0,0,0
3315,Other Facility Support,Current Energy Consumption,1,0,0,0,0,0
3315,Onsite Transportation,Current Energy Consumption,0,0,0,0,0,0
3315,Conventional Electricity Generation,Current Energy Consumption,0,0,0,0,0,0
3315,Other Nonprocess Use,Current Energy Consumption,0,0,0,0,0,0
3315,End Use Not Reported,Current Energy Consumption,1,0,0,0,0,0
331511,TOTAL FUEL CONSUMPTION,Current Energy Consumption,18,0,0,12,0,0
331511,Conventional Boiler Use,Current Energy Consumption,0,0,0,0,0,0
331511,CHP and/or Cogeneration Process,Current Energy Consumption,0,0,0,0,0,0
331511,Process Heating,Current Energy Consumption,8,0,0,6,0,0
331511,Process Cooling and Refrigeration,Current Energy Consumption,0,0,0,0,0,0
331511,Machine Drive,Current Energy Consumption,5,0,0,1,0,0
331511,Electro-Chemical Processes,Current Energy Consumption,0,0,0,0,0,0
331511,Other Process Use,Current Energy Consumption,1,0,0,0,0,0
331511,Facility HVAC (f),Current Energy Consumption,1,0,0,5,0,0
331511,Facility Lighting,Current Energy Consumption,1,0,0,0,0,0
331511,Other Facility Support,Current Energy Consumption,0,0,0,0,0,0
331511,Onsite Transportation,Current Energy Consumption,0,0,0,0,0,0
331511,Conventional Electricity Generation,Current Energy Consumption,0,0,0,0,0,0
331511,Other Nonprocess Use,Current Energy Consumption,0,0,0,0,0,0
331511,End Use Not Reported,Current Energy Consumption,0,0,0,0,0,0
331523,TOTAL FUEL CONSUMPTION,Current Energy Consumption,7,0,0,15,0,0
331523,Conventional Boiler Use,Current Energy Consumption,0,0,0,0,0,0
331523,CHP and/or Cogeneration Process,Current Energy Consumption,0,0,0,0,0,0
331523,Process Heating,Current Energy Consumption,2,0,0,10,0,0
331523,Process Cooling and Refrigeration,Current Energy Consumption,0,0,0,0,0,0
331523,Machine Drive,Current Energy Consumption,3,0,0,1,0,0
331523,Electro-Chemical Processes,Current Energy Consumption,0,0,0,0,0,0
331523,Other Process Use,Current Energy Consumption,0,0,0,0,0,0
331523,Facility HVAC (f),Current Energy Consumption,1,0,0,2,0,0
331523,Facility Lighting,Current Energy Consumption,0,0,0,0,0,0
331523,Other Facility Support,Current Energy Consumption,0,0,0,0,0,0
331523,Onsite Transportation,Current Energy Consumption,0,0,0,0,0,0
331523,Conventional Electricity Generation,Current Energy Consumption,0,0,0,0,0,0
331523,Other Nonprocess Use,Current Energy Consumption,0,0,0,0,0,0
331523,End Use Not Reported,Current Energy Consumption,0,0,0,0,0,0
331524,TOTAL FUEL CONSUMPTION,Current Energy Consumption,3,0,0,6,0,0
331524,Conventional Boiler Use,Current Energy Consumption,0,0,0,0,0,0
331524,CHP and/or Cogeneration Process,Current Energy Consumption,0,0,0,0,0,0
331524,Process Heating,Current Energy Consumption,1,0,0,4,0,0
331524,Process Cooling and Refrigeration,Current Energy Consumption,0,0,0,0,0,0
331524,Machine Drive,Current Energy Consumption,1,0,0,0,0,0
331524,Electro-Chemical Processes,Current Energy Consumption,0,0,0,0,0,0
331524,Other Process Use,Current Energy Consumption,0,0,0,0,0,0
331524,Facility HVAC (f),Current Energy Consumption,0,0,0,1,0,0
331524,Facility Lighting,Current Energy Consumption,0,0,0,0,0,0
331524,Other Facility Support,Current Energy Consumption,0,0,0,0,0,0
331524,Onsite Transportation,Current Energy Consumption,0,0,0,0,0,0
331524,Conventional Electricity Generation,Current Energy Consumption,0,0,0,0,0,0
331524,Other Nonprocess Use,Current Energy Consumption,0,0,0,0,0,0
331524,End Use Not Reported,Current Energy Consumption,0,0,0,0,0,0
332,TOTAL FUEL CONSUMPTION,Current Energy Consumption,124,0,0,124,3,0
332,Conventional Boiler Use,Current Energy Consumption,1,0,0,0,0,0
332,CHP and/or Cogeneration Process,Current Energy Consumption,0,0,0,11,0,0
332,Process Heating,Current Energy Consumption,20,0,0,70,0,0
332,Process Cooling and Refrigeration,Current Energy Consumption,5,0,0,0,0,0
332,Machine Drive,Current Energy Consumption,51,0,0,0,0,0
332,Electro-Chemical Processes,Current Energy Consumption,0,0,0,0,0,0
332,Other Process Use,Current Energy Consumption,2,0,0,0,0,0
332,Facility HVAC (f),Current Energy Consumption,17,0,0,31,1,0
332,Facility Lighting,Current Energy Consumption,13,0,0,0,0,0
332,Other Facility Support,Current Energy Consumption,3,0,0,2,0,0
332,Onsite Transportation,Current Energy Consumption,1,0,0,0,2,0
332,Conventional Electricity Generation,Current Energy Consumption,0,0,0,0,0,0
332,Other Nonprocess Use,Current Energy Consumption,0,0,0,0,0,0
332,End Use Not Reported,Current Energy Consumption,0,0,0,0,0,0
333,TOTAL FUEL CONSUMPTION,Current Energy Consumption,81,0,2,59,3,0
333,Conventional Boiler Use,Current Energy Consumption,1,0,0,0,0,0
333,CHP and/or Cogeneration Process,Current Energy Consumption,0,0,0,5,0,0
333,Process Heating,Current Energy Consumption,4,0,0,19,0,0
333,Process Cooling and Refrigeration,Current Energy Consumption,3,0,0,0,0,0
333,Machine Drive,Current Energy Consumption,41,0,0,3,0,0
333,Electro-Chemical Processes,Current Energy Consumption,0,0,0,0,0,0
333,Other Process Use,Current Energy Consumption,1,0,1,2,0,0
333,Facility HVAC (f),Current Energy Consumption,14,0,0,25,1,0
333,Facility Lighting,Current Energy Consumption,10,0,0,0,0,0
333,Other Facility Support,Current Energy Consumption,3,0,0,1,0,0
333,Onsite Transportation,Current Energy Consumption,1,0,0,0,1,0
333,Conventional Electricity Generation,Current Energy Consumption,0,0,0,0,0,0
333,Other Nonprocess Use,Current Energy Consumption,0,0,0,0,0,0
333,End Use Not Reported,Current Energy Consumption,0,0,0,0,0,0
334,TOTAL FUEL CONSUMPTION,Current Energy Consumption,36,0,0,16,0,0
334,Conventional Boiler Use,Current Energy Consumption,1,0,0,3,0,0
334,CHP and/or Cogeneration Process,Current Energy Consumption,0,0,0,1,0,0
334,Process Heating,Current Energy Consumption,2,0,0,0,0,0
334,Process Cooling and Refrigeration,Current Energy Consumption,6,0,0,0,0,0
334,Machine Drive,Current Energy Consumption,6,0,0,0,0,0
334,Electro-Chemical Processes,Current Energy Consumption,1,0,0,0,0,0
334,Other Process Use,Current Energy Consumption,1,0,0,0,0,0
334,Facility HVAC (f),Current Energy Consumption,10,0,0,11,0,0
334,Facility Lighting,Current Energy Consumption,4,0,0,0,0,0
334,Other Facility Support,Current Energy Consumption,2,0,0,1,0,0
334,Onsite Transportation,Current Energy Consumption,0,0,0,0,0,0
334,Conventional Electricity Generation,Current Energy Consumption,0,0,0,0,0,0
334,Other Nonprocess Use,Current Energy Consumption,0,0,0,0,0,0
334,End Use Not Reported,Current Energy Consumption,2,0,0,0,0,0
334413,TOTAL FUEL CONSUMPTION,Current Energy Consumption,40,0,0,14,0,0
334413,Conventional Boiler Use,Current Energy Consumption,0,0,0,5,0,0
334413,CHP and/or Cogeneration Process,Current Energy Consumption,0,0,0,2,0,0
334413,Process Heating,Current Energy Consumption,5,0,0,1,0,0
334413,Process Cooling and Refrigeration,Current Energy Consumption,6,0,0,0,0,0
334413,Machine Drive,Current Energy Consumption,8,0,0,0,0,0
334413,Electro-Chemical Processes,Current Energy Consumption,1,0,0,0,0,0
334413,Other Process Use,Current Energy Consumption,6,0,0,1,0,0
334413,Facility HVAC (f),Current Energy Consumption,9,0,0,4,0,0
334413,Facility Lighting,Current Energy Consumption,2,0,0,0,0,0
334413,Other Facility Support,Current Energy Consumption,1,0,0,0,0,0
334413,Onsite Transportation,Current Energy Consumption,0,0,0,0,0,0
334413,Conventional Electricity Generation,Current Energy Consumption,0,0,0,0,0,0
334413,Other Nonprocess Use,Current Energy Consumption,1,0,0,1,0,0
334413,End Use Not Reported,Current Energy Consumption,1,0,0,0,0,0
335,TOTAL FUEL CONSUMPTION,Current Energy Consumption,38,0,0,37,1,0
335,Conventional Boiler Use,Current Energy Consumption,0,0,0,2,0,0
335,CHP and/or Cogeneration Process,Current Energy Consumption,0,0,0,0,0,0
335,Process Heating,Current Energy Consumption,8,0,0,18,0,0
335,Process Cooling and Refrigeration,Current Energy Consumption,2,0,0,0,0,0
335,Machine Drive,Current Energy Consumption,13,0,0,0,0,0
335,Electro-Chemical Processes,Current Energy Consumption,0,0,0,0,0,0
335,Other Process Use,Current Energy Consumption,2,0,0,0,0,0
335,Facility HVAC (f),Current Energy Consumption,7,0,0,9,0,0
335,Facility Lighting,Current Energy Consumption,3,0,0,0,0,0
335,Other Facility Support,Current Energy Consumption,1,0,0,1,0,0
335,Onsite Transportation,Current Energy Consumption,0,0,0,0,1,0
335,Conventional Electricity Generation,Current Energy Consumption,0,0,0,0,0,0
335,Other Nonprocess Use,Current Energy Consumption,0,0,0,0,0,0
335,End Use Not Reported,Current Energy Consumption,0,0,0,0,0,0
336,TOTAL FUEL CONSUMPTION,Current Energy Consumption,111,2,4,87,3,0
336,Conventional Boiler Use,Current Energy Consumption,0,2,0,3,0,0
336,CHP and/or Cogeneration Process,Current Energy Consumption,0,0,0,4,0,0
336,Process Heating,Current Energy Consumption,10,0,0,35,0,0
336,Process Cooling and Refrigeration,Current Energy Consumption,7,0,0,1,0,0
336,Machine Drive,Current Energy Consumption,54,0,2,0,0,0
336,Electro-Chemical Processes,Current Energy Consumption,1,0,0,0,0,0
336,Other Process Use,Current Energy Consumption,4,0,0,1,0,0
336,Facility HVAC (f),Current Energy Consumption,16,0,0,41,0,0
336,Facility Lighting,Current Energy Consumption,12,0,0,0,0,0
336,Other Facility Support,Current Energy Consumption,4,0,0,1,0,0
336,Onsite Transportation,Current Energy Consumption,2,0,1,0,2,0
336,Conventional Electricity Generation,Current Energy Consumption,0,0,0,0,0,0
336,Other Nonprocess Use,Current Energy Consumption,1,0,0,0,0,0
336,End Use Not Reported,Current Energy Consumption,0,0,0,1,0,0
336111,TOTAL FUEL CONSUMPTION,Current Energy Consumption,14,0,0,18,0,0
336111,Conventional Boiler Use,Current Energy Consumption,0,0,0,1,0,0
336111,CHP and/or Cogeneration Process,Current Energy Consumption,0,0,0,0,0,0
336111,Process Heating,Current Energy Consumption,1,0,0,11,0,0
336111,Process Cooling and Refrigeration,Current Energy Consumption,1,0,0,1,0,0
336111,Machine Drive,Current Energy Consumption,7,0,0,0,0,0
336111,Electro-Chemical Processes,Current Energy Consumption,0,0,0,0,0,0
336111,Other Process Use,Current Energy Consumption,0,0,0,1,0,0
336111,Facility HVAC (f),Current Energy Consumption,3,0,0,4,0,0
336111,Facility Lighting,Current Energy Consumption,1,0,0,0,0,0
336111,Other Facility Support,Current Energy Consumption,0,0,0,0,0,0
336111,Onsite Transportation,Current Energy Consumption,0,0,0,0,0,0
336111,Conventional Electricity Generation,Current Energy Consumption,0,0,0,0,0,0
336111,Other Nonprocess Use,Current Energy Consumption,0,0,0,0,0,0
336111,End Use Not Reported,Current Energy Consumption,0,0,0,0,0,0
336112,TOTAL FUEL CONSUMPTION,Current Energy Consumption,15,0,0,25,0,0
336112,Conventional Boiler Use,Current Energy Consumption,1,0,0,2,0,0
336112,CHP and/or Cogeneration Process,Current Energy Consumption,0,0,0,3,0,0
336112,Process Heating,Current Energy Consumption,1,0,0,13,0,0
336112,Process Cooling and Refrigeration,Current Energy Consumption,1,0,0,0,0,0
336112,Machine Drive,Current Energy Consumption,7,0,0,0,0,0
336112,Electro-Chemical Processes,Current Energy Consumption,0,0,0,0,0,0
336112,Other Process Use,Current Energy Consumption,1,0,0,1,0,0
336112,Facility HVAC (f),Current Energy Consumption,2,0,0,6,0,0
336112,Facility Lighting,Current Energy Consumption,2,0,0,0,0,0
336112,Other Facility Support,Current Energy Consumption,0,0,0,0,0,0
336112,Onsite Transportation,Current Energy Consumption,0,0,0,0,0,0
336112,Conventional Electricity Generation,Current Energy Consumption,0,0,0,0,0,0
336112,Other Nonprocess Use,Current Energy Consumption,0,0,0,0,0,0
336112,End Use Not Reported,Current Energy Consumption,0,0,0,0,0,0
3364,TOTAL FUEL CONSUMPTION,Current Energy Consumption,25,0,0,21,0,0
3364,Conventional Boiler Use,Current Energy Consumption,0,0,0,6,0,0
3364,CHP and/or Cogeneration Process,Current Energy Consumption,0,0,0,5,0,0
3364,Process Heating,Current Energy Consumption,3,0,0,3,0,0
3364,Process Cooling and Refrigeration,Current Energy Consumption,3,0,0,0,0,0
3364,Machine Drive,Current Energy Consumption,6,0,0,1,0,0
3364,Electro-Chemical Processes,Current Energy Consumption,0,0,0,0,0,0
3364,Other Process Use,Current Energy Consumption,2,0,0,0,0,0
3364,Facility HVAC (f),Current Energy Consumption,6,0,0,5,0,0
3364,Facility Lighting,Current Energy Consumption,3,0,0,0,0,0
3364,Other Facility Support,Current Energy Consumption,1,0,0,1,0,0
3364,Onsite Transportation,Current Energy Consumption,0,0,0,0,0,0
3364,Conventional Electricity Generation,Current Energy Consumption,0,0,0,0,0,0
3364,Other Nonprocess Use,Current Energy Consumption,0,0,0,1,0,0
3364,End Use Not Reported,Current Energy Consumption,0,0,0,0,0,0
336411,TOTAL FUEL CONSUMPTION,Current Energy Consumption,9,0,0,6,0,0
336411,Conventional Boiler Use,Current Energy Consumption,0,0,0,2,0,0
336411,CHP and/or Cogeneration Process,Current Energy Consumption,0,0,0,0,0,0
